2021-06-21 14:51:51.310,0.874756,0.271729,0.579834,-4.028320,-3.845215,-1.220703
2021-06-21 14:51:51.314,0.872314,0.278320,0.564209,-3.417969,-7.141113,-1.403808
2021-06-21 14:51:51.319,0.868164,0.282471,0.548584,-3.356933,-7.995605,-1.953125
2021-06-21 14:51:51.325,0.852539,0.287354,0.531006,-3.479004,-9.338379,-2.441406
2021-06-21 14:51:51.330,0.827148,0.293945,0.507568,-2.929687,-13.000487,-2.319336
2021-06-21 14:51:51.334,0.811035,0.303467,0.478027,-1.708984,-18.676758,-1.098633
2021-06-21 14:51:51.340,0.831787,0.313721,0.476807,-1.281738,-24.841307,2.258301
2021-06-21 14:51:51.345,0.867432,0.316162,0.475586,-2.319336,-24.963377,4.028320
2021-06-21 14:51:51.349,0.863037,0.302490,0.477051,-0.244141,-11.291503,0.488281
2021-06-21 14:51:51.354,0.838867,0.292236,0.489014,2.502441,2.746582,-1.708984
2021-06-21 14:51:51.360,0.852295,0.274902,0.491211,4.821777,3.051758,0.671387
2021-06-21 14:51:51.365,0.895020,0.269287,0.489746,5.737304,-2.014160,1.525879
2021-06-21 14:51:51.369,0.900635,0.266113,0.480713,3.845215,-2.136230,-0.610352
2021-06-21 14:51:51.375,0.886963,0.263428,0.475586,2.502441,-0.061035,-2.685547
2021-06-21 14:51:51.380,0.875488,0.269531,0.475342,2.441406,-0.671387,-3.051758
2021-06-21 14:51:51.384,0.881104,0.262695,0.475098,2.014160,-2.563476,-3.234863
2021-06-21 14:51:51.389,0.883301,0.251953,0.479736,2.075195,-3.112793,-3.845215
2021-06-21 14:51:51.395,0.877686,0.253662,0.478516,2.441406,-2.929687,-5.065917
2021-06-21 14:51:51.400,0.867676,0.259277,0.473145,3.234863,-4.455566,-5.798339
2021-06-21 14:51:51.404,0.862061,0.264404,0.469482,3.662109,-6.042480,-5.981445
2021-06-21 14:51:51.409,0.861328,0.270752,0.460693,3.051758,-6.042480,-6.530761
2021-06-21 14:51:51.415,0.849609,0.276123,0.462402,1.464844,-6.774902,-7.263183
2021-06-21 14:51:51.419,0.839111,0.300537,0.465332,-0.305176,-10.070800,-8.361816
2021-06-21 14:51:51.424,0.835938,0.329834,0.455078,-0.366211,-9.826660,-8.728027
2021-06-21 14:51:51.430,0.803467,0.326904,0.448486,1.525879,0.976562,-8.361816
2021-06-21 14:51:51.435,0.794189,0.322998,0.454102,4.089355,11.840819,-7.141113
2021-06-21 14:51:51.439,0.818115,0.314697,0.457764,6.652832,12.695312,-4.028320
2021-06-21 14:51:51.444,0.838379,0.306885,0.456055,6.530761,9.216309,-3.234863
2021-06-21 14:51:51.450,0.844727,0.311768,0.452881,5.065917,7.446289,-4.150391
2021-06-21 14:51:51.455,0.831543,0.314453,0.452881,3.234863,6.530761,-4.760742
2021-06-21 14:51:51.459,0.817627,0.325928,0.454590,1.831055,4.699707,-4.760742
2021-06-21 14:51:51.465,0.808838,0.334473,0.459473,0.305176,2.746582,-4.272461
2021-06-21 14:51:51.470,0.807861,0.336182,0.454346,-1.403808,1.159668,-3.295898
2021-06-21 14:51:51.474,0.816162,0.328369,0.446289,-2.563476,-0.488281,-2.136230
2021-06-21 14:51:51.479,0.830322,0.325928,0.442627,-4.028320,-2.197266,-1.403808
2021-06-21 14:51:51.485,0.821045,0.322998,0.431396,-4.943848,-3.540039,-1.892090
2021-06-21 14:51:51.490,0.797119,0.329102,0.414063,-4.150391,-3.784179,-2.685547
2021-06-21 14:51:51.494,0.785645,0.345947,0.408936,-1.770019,-3.112793,-2.014160
2021-06-21 14:51:51.500,0.789551,0.352539,0.406494,0.671387,-1.220703,0.183105
2021-06-21 14:51:51.505,0.807129,0.352295,0.397217,1.647949,0.549316,1.892090
2021-06-21 14:51:51.509,0.828369,0.346436,0.391846,1.342773,1.464844,3.356933
2021-06-21 14:51:51.514,0.840332,0.343506,0.402100,-0.122070,2.807617,3.967285
2021-06-21 14:51:51.520,0.840332,0.338623,0.418945,-1.953125,4.943848,3.662109
2021-06-21 14:51:51.525,0.839111,0.327881,0.439209,-3.601074,6.713867,3.662109
2021-06-21 14:51:51.529,0.849854,0.311279,0.456543,-4.028320,7.934570,4.577637
2021-06-21 14:51:51.534,0.867920,0.294922,0.472900,-3.540039,8.728027,5.126953
2021-06-21 14:51:51.540,0.880615,0.281738,0.489990,-3.356933,8.850098,4.638672
2021-06-21 14:51:51.544,0.882324,0.277832,0.502197,-3.479004,8.422852,3.234863
2021-06-21 14:51:51.549,0.878418,0.280029,0.505127,-3.662109,8.178711,1.892090
2021-06-21 14:51:51.555,0.871826,0.283691,0.510254,-4.089355,7.568359,0.793457
2021-06-21 14:51:51.560,0.867188,0.278076,0.516602,-4.333496,5.859375,0.427246
2021-06-21 14:51:51.564,0.880615,0.265869,0.527344,-3.479004,3.845215,0.732422
2021-06-21 14:51:51.569,0.899658,0.261475,0.537842,-1.770019,4.089355,0.366211
2021-06-21 14:51:51.575,0.894531,0.260254,0.549805,0.671387,9.887695,-2.624511
2021-06-21 14:51:51.580,0.879150,0.260986,0.568604,3.173828,16.296387,-5.371093
2021-06-21 14:51:51.584,0.874756,0.267578,0.571045,4.394531,14.404296,-5.676269
2021-06-21 14:51:51.590,0.887207,0.276367,0.554932,5.371093,10.375976,-6.103515
2021-06-21 14:51:51.595,0.883545,0.284912,0.545166,5.920410,10.070800,-7.324218
2021-06-21 14:51:51.599,0.864014,0.296387,0.538574,5.126953,10.131835,-8.789063
2021-06-21 14:51:51.604,0.849365,0.306885,0.539307,4.333496,7.629394,-9.277344
2021-06-21 14:51:51.610,0.835449,0.320313,0.524658,3.540039,3.906250,-9.155273
2021-06-21 14:51:51.615,0.815918,0.331299,0.501953,3.356933,0.183105,-8.911133
2021-06-21 14:51:51.619,0.808594,0.352295,0.489014,4.028320,-2.746582,-8.178711
2021-06-21 14:51:51.625,0.807861,0.359131,0.486572,5.493164,0.793457,-6.774902
2021-06-21 14:51:51.630,0.807861,0.358887,0.502930,6.408691,7.629394,-5.981445
2021-06-21 14:51:51.634,0.805664,0.357422,0.512939,6.774902,9.826660,-5.798339
2021-06-21 14:51:51.639,0.808350,0.354980,0.507568,6.652832,7.995605,-5.187988
2021-06-21 14:51:51.645,0.812500,0.349365,0.500732,6.042480,6.469726,-4.699707
2021-06-21 14:51:51.650,0.816406,0.349609,0.500732,5.310058,5.981445,-4.577637
2021-06-21 14:51:51.654,0.810791,0.348877,0.498535,4.333496,4.333496,-4.760742
2021-06-21 14:51:51.659,0.810547,0.344727,0.489258,2.990722,1.464844,-4.821777
2021-06-21 14:51:51.665,0.818359,0.336914,0.481689,1.708984,-1.159668,-4.394531
2021-06-21 14:51:51.669,0.831055,0.326660,0.475098,0.854492,-2.563476,-4.028320
2021-06-21 14:51:51.674,0.830566,0.322754,0.475098,0.366211,-2.685547,-5.065917
2021-06-21 14:51:51.680,0.824219,0.317383,0.474121,-0.122070,-2.624511,-6.347656
2021-06-21 14:51:51.685,0.819824,0.317383,0.460205,-0.488281,-3.906250,-6.958007
2021-06-21 14:51:51.689,0.822754,0.323975,0.450684,-0.244141,-5.493164,-6.774902
2021-06-21 14:51:51.694,0.819336,0.325195,0.447510,-0.244141,-5.126953,-6.774902
2021-06-21 14:51:51.700,0.813232,0.331055,0.445068,-0.244141,-2.258301,-7.263183
2021-06-21 14:51:51.705,0.806885,0.332275,0.442139,1.098633,3.234863,-7.690429
2021-06-21 14:51:51.709,0.804932,0.327393,0.444092,1.647949,7.507324,-6.713867
2021-06-21 14:51:51.714,0.810547,0.329346,0.451660,1.770019,7.446289,-5.920410
2021-06-21 14:51:51.719,0.813721,0.331055,0.457275,1.281738,6.774902,-6.286621
2021-06-21 14:51:51.724,0.802979,0.334717,0.453369,-0.305176,7.690429,-6.652832
2021-06-21 14:51:51.729,0.795898,0.342529,0.456543,-1.342773,7.690429,-6.530761
2021-06-21 14:51:51.734,0.785645,0.344971,0.466797,-2.197266,7.080078,-5.798339
2021-06-21 14:51:51.739,0.781006,0.350342,0.469238,-3.540039,6.408691,-4.638672
2021-06-21 14:51:51.744,0.764893,0.348389,0.451172,-3.967285,4.577637,-4.028320
2021-06-21 14:51:51.749,0.774170,0.350830,0.456055,-2.929687,0.427246,-1.892090
2021-06-21 14:51:51.753,0.793213,0.348633,0.463867,-3.723144,-1.770019,0.244141
2021-06-21 14:51:51.758,0.800537,0.345459,0.458740,-5.554199,-1.464844,0.183105
2021-06-21 14:51:51.763,0.803223,0.343018,0.460693,-7.141113,-1.770019,0.183105
2021-06-21 14:51:51.768,0.802734,0.339111,0.466553,-7.873535,-1.770019,0.427246
2021-06-21 14:51:51.773,0.808105,0.336670,0.467285,-8.972168,-1.892090,0.549316
2021-06-21 14:51:51.778,0.814697,0.330078,0.468994,-9.704590,-2.746582,0.793457
2021-06-21 14:51:51.783,0.816895,0.322998,0.465088,-9.826660,-2.990722,0.915527
2021-06-21 14:51:51.788,0.827393,0.315674,0.471924,-9.399414,-1.281738,1.220703
2021-06-21 14:51:51.792,0.835205,0.308105,0.481689,-9.033203,1.037598,0.915527
2021-06-21 14:51:51.797,0.833740,0.309082,0.483154,-8.483887,1.831055,0.244141
2021-06-21 14:51:51.802,0.831787,0.306641,0.478760,-8.239746,2.258301,-0.244141
2021-06-21 14:51:51.807,0.826660,0.303955,0.474365,-7.751464,2.807617,-0.366211
2021-06-21 14:51:51.812,0.835449,0.303223,0.479492,-6.835937,3.112793,0.000000
2021-06-21 14:51:51.817,0.842285,0.304688,0.489014,-6.347656,3.173828,0.122070
2021-06-21 14:51:51.822,0.843018,0.303711,0.490967,-6.286621,3.723144,-0.183105
2021-06-21 14:51:51.826,0.836670,0.300781,0.497314,-5.859375,4.882813,-0.732422
2021-06-21 14:51:51.831,0.834717,0.303955,0.509277,-5.676269,5.065917,-1.220703
2021-06-21 14:51:51.836,0.831055,0.306152,0.516602,-5.676269,4.089355,-1.892090
2021-06-21 14:51:51.841,0.820557,0.309814,0.516113,-5.859375,3.540039,-2.868652
2021-06-21 14:51:51.846,0.806641,0.314209,0.506104,-4.882813,4.638672,-3.356933
2021-06-21 14:51:51.851,0.807373,0.320068,0.509766,-3.601074,6.286621,-2.380371
2021-06-21 14:51:51.856,0.815674,0.319092,0.515869,-3.417969,6.286621,-1.892090
2021-06-21 14:51:51.861,0.811523,0.322266,0.517578,-3.967285,4.882813,-2.563476
2021-06-21 14:51:51.866,0.798828,0.329590,0.508789,-4.699707,3.906250,-3.173828
