StartTime: 2021-08-05 11:43:50.371,,,,,,,,,,,
address,Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),T(°) 
0x50,50:07.6,-0.6118,1.2856,-0.1685,34.9731,-35.0342,149.1699,106.1829,-28.8391,49.01,0
0x50,50:07.6,-0.5825,1.1665,-0.2056,28.0762,-31.311,105.2856,107.7155,-30.2509,46.9226,0
0x50,50:07.6,-0.666,1.1035,-0.1533,19.7754,-14.4653,49.1943,108.7921,-30.6519,45.4724,0
0x50,50:07.7,-0.6343,1.0703,-0.0923,8.5449,18.0664,-16.4795,109.0668,-30.0146,45.1373,0
0x50,50:07.7,-0.5576,1.1343,-0.062,-2.0142,48.7061,-74.8901,108.5229,-28.4766,45.9558,0
0x50,50:07.7,0.1025,1.1064,-0.3262,-6.7139,76.2939,-103.4546,107.4847,-26.7188,47.6422,0
0x50,50:07.7,1.124,0.7817,-0.5356,7.2632,60.2417,-66.9556,106.7816,-25.8234,49.032,0
0x50,50:07.7,0.4536,1.0068,-0.1851,14.8315,52.9175,-56.5796,106.3367,-25.0598,50.1251,0
0x50,50:07.8,-0.0464,1.1265,-0.1094,7.5684,24.4751,-65.3687,106.062,-23.7634,50.7074,0
0x50,50:07.8,0.2173,1.1118,0.0327,2.0752,6.1646,-55.542,105.7819,-22.478,50.8557,0
0x50,50:07.8,0.1484,1.1606,-0.1001,20.2026,20.2026,-59.021,105.7489,-21.2476,51.1029,0
0x50,50:07.8,0.0356,1.1851,-0.2559,32.959,18.9209,-70.1904,106.073,-19.8413,51.427,0
0x50,50:07.8,-0.333,1.2231,-0.5635,44.1284,1.77,-77.4536,106.8915,-18.1219,51.5039,0
0x50,50:07.9,-0.0503,1.083,-0.2456,13.6108,-46.9971,-70.2515,107.4628,-16.2817,50.7788,0
0x50,50:07.9,0.0942,0.8887,-0.3423,13.855,-53.5889,-61.7065,107.9681,-14.6228,49.7076,0
0x50,50:07.9,0.1416,0.9932,-0.2197,13.3667,-41.8701,-55.9082,108.3417,-13.1671,48.7793,0
0x50,50:07.9,0.1245,0.9883,-0.2471,19.7144,-7.3853,-49.1943,108.6603,-12.0245,48.3948,0
0x50,50:07.9,0.0981,0.9668,-0.3174,18.4937,5.188,-41.9922,108.9734,-11.1346,48.3179,0
0x50,50:08.0,0.0952,0.96,-0.3662,13.3057,-10.6201,-38.0249,109.27,-10.2997,48.0377,0
0x50,50:08.0,0.1147,0.9253,-0.356,6.6528,-28.6255,-33.3862,109.5062,-9.4537,47.4115,0
0x50,50:08.0,0.1748,0.9292,-0.3159,5.3101,-21.4233,-30.0293,109.6545,-8.7177,46.8018,0
0x50,50:08.0,0.1655,0.937,-0.3413,8.1787,-3.418,-30.8838,109.7919,-8.1024,46.4886,0
0x50,50:08.0,0.0562,0.9575,-0.3496,6.6528,-5.3101,-30.8228,109.9237,-7.4542,46.236,0
0x50,50:08.1,0.0845,0.9419,-0.3481,2.3193,-20.6909,-28.9307,110.0171,-6.7566,45.7526,0
0x50,50:08.1,0.1084,0.916,-0.3252,1.9531,-23.3154,-28.9917,110.083,-6.0535,45.1703,0
0x50,50:08.1,0.0889,0.9404,-0.2783,2.6855,-15.9302,-29.6021,110.1105,-5.3668,44.6979,0
0x50,50:08.1,0.0693,0.9526,-0.2871,4.0894,-9.0332,-30.0903,110.1489,-4.7131,44.3683,0
0x50,50:08.1,0.0054,0.9644,-0.3032,3.8452,-10.7422,-30.1514,110.2039,-4.032,44.0387,0
0x50,50:08.2,0.0029,0.9849,-0.2993,0.3662,-26.2451,-29.1748,110.2148,-3.2739,43.4839,0
0x50,50:08.2,0.1084,0.9419,-0.3218,-1.2817,-29.7852,-31.5552,110.1874,-2.5104,42.8467,0
0x50,50:08.2,0.0977,0.9053,-0.3569,2.2583,-18.1885,-35.6445,110.2148,-1.7633,42.3853,0
0x50,50:08.2,-0.0293,0.9365,-0.3193,0.6104,-13.7329,-36.2549,110.2313,-0.9668,42.0447,0
0x50,50:08.2,-0.0361,0.9668,-0.2803,-0.5493,-18.7378,-35.4004,110.1929,-0.1373,41.6547,0
0x50,50:08.3,0.0303,0.9531,-0.2988,-0.9766,-20.5688,-37.2925,110.1379,0.6812,41.2427,0
0x50,50:08.3,0.0718,0.9087,-0.3398,0.6714,-10.8643,-43.0298,110.127,1.4941,41.0065,0
0x50,50:08.3,-0.0366,0.9604,-0.3403,1.0376,-6.1646,-48.7671,110.1434,2.417,40.9076,0
0x50,50:08.3,-0.0991,0.9932,-0.3145,-1.8311,-17.0288,-49.8657,110.105,3.4717,40.6824,0
0x50,50:08.3,-0.0454,0.9873,-0.3169,-5.0659,-22.2778,-52.9175,109.9896,4.5868,40.3638,0
0x50,50:08.4,-0.0039,0.9443,-0.3477,-6.1646,-20.1416,-58.7769,109.8578,5.7568,40.1056,0
0x50,50:08.4,-0.0381,0.9819,-0.3447,-7.6294,-13.916,-65.1855,109.715,6.9983,39.9847,0
0x50,50:08.4,-0.0933,1.0176,-0.3608,-10.437,-11.1084,-69.0918,109.5447,8.3167,39.9573,0
0x50,50:08.4,-0.1416,1.0518,-0.3813,-13.3057,-16.2354,-69.8853,109.3195,9.7009,39.8694,0
0x50,50:08.4,-0.1548,1.0806,-0.3916,-14.7705,-24.5972,-68.9087,109.0393,11.1182,39.6332,0
0x50,50:08.5,-0.1572,1.1729,-0.4004,-16.1133,-28.9307,-70.3125,108.6987,12.5684,39.3036,0
0x50,50:08.5,-0.1055,1.2114,-0.4204,-20.6299,-36.0718,-76.9653,108.2593,14.1119,38.8971,0
0x50,50:08.5,-0.0386,1.2124,-0.4468,-23.1934,-44.8608,-86.5479,107.7319,15.8258,38.4082,0
0x50,50:08.5,0.0557,1.2905,-0.4072,-24.6582,-52.5513,-98.4497,107.1167,17.7264,37.8534,0
0x50,50:08.5,0.0107,1.3813,-0.3345,-25.2686,-67.627,-107.7271,106.3586,19.8798,37.0898,0
0x50,50:08.6,0.1172,1.4092,-0.2993,-27.1606,-91.5527,-112.5488,105.3699,22.1924,35.9308,0
0x50,50:08.6,0.1665,1.2983,-0.3823,-24.7803,-112.7319,-113.7695,104.2218,24.5764,34.2993,0
0x50,50:08.6,0.2041,1.3594,-0.3794,-28.0762,-132.3853,-119.3848,102.7881,27.0648,32.2229,0
0x50,50:08.6,-0.04,1.4609,-0.3818,-33.5083,-122.1924,-131.1035,101.1731,29.74,30.1355,0
0x50,50:08.6,0.1006,1.3784,-0.4082,-51.0864,-122.5586,-119.2627,99.1736,32.1844,27.9822,0
0x50,50:08.7,-0.0474,1.1079,-0.2808,-43.9453,-60.3638,-115.1733,97.6355,34.3268,26.7792,0
0x50,50:08.7,-0.3188,0.835,-0.3071,-32.6538,-16.2964,-119.873,96.9214,36.5131,26.554,0
0x50,50:08.7,-0.458,0.6099,-0.2236,-17.2119,-12.3901,-100.4639,96.6522,38.551,26.4386,0
0x50,50:08.7,-0.019,0.7852,-0.1465,-14.5264,-18.9209,-46.2646,96.3336,39.4409,26.3562,0
0x50,50:08.7,0.563,0.3979,-0.0391,-23.3765,12.146,11.9019,96.2842,38.6444,26.911,0
0x50,50:08.8,0.292,0.3237,-0.0112,-0.2441,72.0215,46.2036,97.24,36.8756,28.6853,0
0x50,50:08.8,-0.0542,0.5063,0.0024,11.5356,70.3125,83.4961,98.3057,34.7333,30.4431,0
0x50,50:08.8,0.0015,0.4941,0.0288,10.376,33.5083,131.6528,98.7781,31.8494,31.2836,0
0x50,50:08.8,0.0952,0.5391,-0.0049,18.1885,26.1841,171.4478,99.1132,28.1195,31.6132,0
0x50,50:08.9,-0.0776,0.645,-0.0459,30.8838,40.2222,200.9277,99.6735,23.9008,31.9098,0
0x50,50:08.9,-0.1465,0.8516,-0.0435,35.8887,40.8936,225.2197,100.3162,19.292,32.1021,0
0x50,50:08.9,-0.0967,0.98,0.0107,35.5225,42.2974,241.4551,100.9039,14.3427,32.2119,0
0x50,50:08.9,-0.2109,1.1162,-0.0244,38.0859,63.8428,243.2861,101.5686,9.3164,32.569,0
0x50,50:08.9,-0.2803,1.2471,-0.0854,30.7007,65.4907,247.0093,102.1399,4.2957,32.9645,0
0x50,50:08.9,-0.3311,1.332,-0.2095,24.0479,81.665,249.6338,102.5958,-0.7526,33.5303,0
0x50,50:09.0,-0.4766,1.3916,-0.2788,21.4844,96.3745,249.6338,102.9529,-5.7788,34.3323,0
0x50,50:09.0,-0.4546,1.4712,-0.2681,15.625,82.5806,243.042,103.1616,-10.6293,35.0134,0
0x50,50:09.0,-0.3066,1.4321,-0.3315,8.2397,70.1294,230.4688,103.244,-15.1941,35.5023,0
0x50,50:09.0,-0.3228,1.4004,-0.4297,10.9863,71.5942,213.1958,103.3319,-19.3964,36.0242,0
0x50,50:09.1,-0.4482,1.3394,-0.4111,21.6064,61.8896,192.9932,103.5901,-23.0988,36.4746,0
0x50,50:09.1,-0.5396,1.3125,-0.2715,30.1514,26.4893,174.0723,104.1833,-26.2024,36.3812,0
0x50,50:09.1,-0.4521,1.2173,-0.1948,29.1138,-11.3525,146.5454,105.0897,-28.5974,35.5957,0
0x50,50:09.1,-0.4419,1.1553,-0.1211,20.5688,-27.2827,111.0229,105.9906,-30.2069,34.5081,0
0x50,50:09.1,-0.3887,1.106,-0.0664,12.3901,-13.2446,67.1997,106.5015,-31.0474,33.8324,0
0x50,50:09.1,-0.3369,1.0669,-0.063,4.7607,17.5171,19.3481,106.3861,-31.1462,34.0631,0
0x50,50:09.2,-0.355,1.0171,-0.0718,-1.2817,40.8936,-24.9634,105.7269,-30.5145,35.1288,0
0x50,50:09.2,-0.3223,0.9551,-0.0913,-4.2114,60.3638,-57.8613,104.7107,-29.2896,36.8097,0
0x50,50:09.2,-0.1973,0.918,-0.1465,-4.7607,74.646,-77.3315,103.5681,-27.7405,38.9026,0
0x50,50:09.2,0.3452,0.8428,-0.5708,5.8594,78.064,-70.1294,102.865,-26.499,41.0065,0
0x50,50:09.2,0.9575,0.8359,-0.5107,11.9629,35.3394,-35.3394,102.7551,-25.9827,42.2589,0
0x50,50:09.3,0.3672,1.1768,0.0049,6.2866,7.8735,-40.2832,102.6068,-25.285,42.9346,0
0x50,50:09.3,0.353,1.0801,-0.022,3.9063,4.6997,-47.9126,102.3981,-24.3457,43.4784,0
0x50,50:09.3,0.1943,1.1343,-0.0952,15.8691,18.3105,-57.312,102.3047,-23.2031,44.22,0
0x50,50:09.3,0.1934,1.2461,-0.1777,32.8979,23.4985,-70.9229,102.4969,-21.8243,45.1318,0
0x50,50:09.3,-0.1938,0.9951,-0.855,63.7817,17.5781,-82.7637,103.5901,-20.0775,45.8459,0
0x50,50:09.4,-0.3643,1.3613,-0.3511,17.9443,-35.2173,-85.8154,104.2767,-17.9462,45.7745,0
0x50,50:09.4,0.0166,0.8135,-0.4048,11.2915,-64.209,-63.4766,104.8755,-16.084,44.978,0
0x50,50:09.4,0.1846,0.9795,-0.1611,12.9395,-60.6689,-50.2319,105.3479,-14.6503,44.1486,0
0x50,50:09.4,0.2334,1.0972,-0.0972,19.5313,-12.146,-52.002,105.639,-13.5187,44.1321,0
0x50,50:09.5,0.0542,0.98,-0.1763,23.3154,-5.7983,-43.6401,105.9741,-12.5134,44.3903,0
0x50,50:09.5,0.0708,0.9395,-0.3477,18.4937,-29.9072,-31.6162,106.4355,-11.618,44.2145,0
0x50,50:09.5,0.1855,0.9224,-0.3477,15.5029,-28.7476,-25.9399,106.8805,-10.8984,43.9069,0
0x50,50:09.5,0.1128,0.9795,-0.3359,12.3901,-21.1792,-24.5972,107.2266,-10.2448,43.7146,0
0x50,50:09.5,0.084,0.9644,-0.2852,8.5449,-34.1187,-16.7847,107.4902,-9.646,43.3521,0
0x50,50:09.5,0.1465,0.9468,-0.2358,8.2397,-28.8086,-13.1836,107.699,-9.1791,43.006,0
0x50,50:09.6,0.1274,0.9473,-0.3047,8.1787,-17.5171,-13.0005,107.8967,-8.7946,42.8357,0
0x50,50:09.6,0.0947,0.9434,-0.3345,7.1411,-21.3013,-10.0098,108.1055,-8.432,42.6434,0
0x50,50:09.6,0.0986,0.9199,-0.2915,5.7373,-23.2544,-7.5684,108.2758,-8.1024,42.3962,0
0x50,50:09.7,0.1182,0.9497,-0.2988,3.9063,-18.9819,-8.2397,108.3966,-7.8058,42.215,0
0x50,50:09.7,0.1377,0.9482,-0.3281,2.6245,-15.9912,-8.9111,108.4955,-7.5366,42.0996,0
0x50,50:09.7,0.1489,0.9199,-0.3218,2.6855,-11.1084,-10.0098,108.5779,-7.2839,42.0776,0
0x50,50:09.7,0.1318,0.9277,-0.3105,2.2583,-3.54,-12.8174,108.6328,-7.0313,42.1985,0
0x50,50:09.7,0.1333,0.9624,-0.3145,0.6104,-6.8359,-15.7471,108.6493,-6.7126,42.3358,0
0x50,50:09.7,0.1704,0.9419,-0.3301,-0.9155,-7.9346,-20.2026,108.6493,-6.3336,42.4622,0
0x50,50:09.7,0.1392,0.9326,-0.3379,-2.1973,-0.3662,-25.5127,108.6163,-5.8887,42.7203,0
0x50,50:09.8,0.0532,0.9199,-0.3213,-3.479,2.1973,-27.71,108.5449,-5.3668,43.0609,0
0x50,50:09.8,0.0801,0.9551,-0.312,-4.5166,-1.3428,-28.3813,108.4406,-4.823,43.3685,0
0x50,50:09.9,0.1064,0.9648,-0.3022,-3.479,3.418,-29.4189,108.3417,-4.2957,43.7366,0
0x50,50:09.9,0.0078,0.9863,-0.2974,-2.6245,6.7139,-27.3438,108.2428,-3.7793,44.1595,0
0x50,50:09.9,-0.0474,0.9756,-0.2588,-1.8311,0,-21.4233,108.1549,-3.2959,44.4562,0
0x50,50:09.9,0.0571,0.9424,-0.313,-1.4038,-3.479,-17.4561,108.111,-2.9114,44.6484,0
0x50,50:09.9,0.0366,0.9604,-0.3711,-3.0518,2.9297,-16.4795,108.078,-2.5983,44.8846,0
0x50,50:09.9,0.0088,0.9526,-0.3486,-5.3101,1.2207,-14.5874,108.0066,-2.3016,45.1154,0
0x50,50:09.9,0,0.9424,-0.2886,-5.5542,-3.7842,-12.3291,107.8912,-2.016,45.2582,0
0x50,50:09.9,0.0044,0.9473,-0.2563,-4.5166,-6.3477,-11.1694,107.7704,-1.7468,45.3406,0
0x50,50:10.0,-0.0176,0.9321,-0.2983,-4.4556,-8.1787,-10.1318,107.6715,-1.4722,45.3735,0
0x50,50:10.0,-0.0249,0.916,-0.3115,-4.5166,-10.2539,-6.7139,107.5946,-1.236,45.3351,0
0x50,50:10.0,-0.0205,0.9165,-0.2949,-4.0283,-7.9346,-3.9063,107.5177,-1.0657,45.3076,0
0x50,50:10.0,-0.0137,0.938,-0.2803,-2.8076,-4.4556,-2.3193,107.4463,-0.9613,45.3351,0
0x50,50:10.0,0.0156,0.9497,-0.2881,-1.9531,-2.3804,-2.0142,107.3969,-0.9009,45.412,0
0x50,50:10.1,0.0244,0.9658,-0.3066,-2.5635,1.4038,-3.54,107.3474,-0.8459,45.5548,0
0x50,50:10.1,0.0127,0.958,-0.3306,-4.3945,2.7466,-4.5776,107.287,-0.78,45.7306,0
0x50,50:10.1,-0.0024,0.9468,-0.3101,-3.9063,0.061,-4.5776,107.2211,-0.6866,45.8789,0
0x50,50:10.1,0.0039,0.9683,-0.2837,-3.54,-2.3193,-4.2114,107.1387,-0.5878,45.9778,0
0x50,50:10.1,0.0063,0.959,-0.272,-3.479,-0.1831,-4.9438,107.0563,-0.4944,46.1096,0
0x50,50:10.2,-0.0034,0.9565,-0.3032,-4.8828,-0.2441,-5.249,106.9684,-0.3845,46.2415,0
0x50,50:10.2,-0.0078,0.9463,-0.3247,-5.0659,-1.1597,-4.2114,106.886,-0.2856,46.3403,0
0x50,50:10.2,-0.0132,0.9395,-0.3174,-5.8594,-1.2207,-3.0518,106.7981,-0.2032,46.4282,0
0x50,50:10.2,0.0088,0.9517,-0.3052,-6.1646,0.3662,-2.8687,106.6882,-0.1428,46.5436,0
0x50,50:10.2,-0.0015,0.9614,-0.2637,-5.8594,1.709,-3.54,106.5619,-0.0879,46.6919,0
0x50,50:10.3,-0.0166,0.9746,-0.2476,-5.4932,2.1362,-4.5776,106.4246,-0.011,46.8677,0
0x50,50:10.3,-0.0566,0.9824,-0.2617,-5.188,-2.1362,-5.0049,106.2982,0.1154,46.972,0
0x50,50:10.3,0.0029,0.9521,-0.3013,-7.1411,-10.1318,-3.6011,106.1719,0.2417,46.9281,0
0x50,50:10.3,0.0371,0.9248,-0.3267,-6.3477,-5.7983,-3.418,106.0785,0.3241,46.9061,0
0x50,50:10.3,-0.0249,0.9341,-0.2905,-5.4932,-0.8545,-4.4556,105.9851,0.423,46.9775,0
0x50,50:10.3,-0.0151,0.9541,-0.2549,-5.3101,-2.5024,-4.9438,105.8752,0.5328,47.0654,0
0x50,50:10.4,-0.0107,0.98,-0.2407,-4.3335,-0.5493,-5.6763,105.7599,0.6427,47.1808,0
0x50,50:10.4,-0.0479,0.9897,-0.249,-4.6997,-0.1221,-5.9814,105.65,0.7745,47.3071,0
0x50,50:10.4,-0.0586,0.96,-0.2646,-7.2632,-6.5308,-4.7607,105.5072,0.9229,47.3236,0
0x50,50:10.5,0.0103,0.9316,-0.2915,-3.3569,-6.2866,-3.9063,105.4358,1.0327,47.3126,0
0x50,50:10.5,-0.0103,0.9468,-0.2817,-3.54,-2.1973,-4.5166,105.3809,1.1261,47.3621,0
0x50,50:10.5,-0.0449,0.9536,-0.2754,-3.7842,-0.5493,-4.5166,105.3204,1.2305,47.45,0
0x50,50:10.5,-0.0381,0.9502,-0.272,-3.9063,-1.0986,-3.9063,105.249,1.3239,47.5378,0
0x50,50:10.5,-0.0215,0.9653,-0.2588,-3.6011,0.3052,-4.2725,105.1776,1.4063,47.6477,0
0x50,50:10.5,-0.0225,0.9795,-0.2593,-3.2349,1.0986,-4.7607,105.1062,1.4886,47.785,0
0x50,50:10.6,-0.0479,0.9629,-0.2544,-3.1128,-0.4272,-4.5166,105.0403,1.5875,47.8949,0
0x50,50:10.6,-0.0483,0.9531,-0.2642,-2.2583,-1.4648,-3.8452,104.9963,1.6864,47.9718,0
0x50,50:10.6,-0.0435,0.9565,-0.271,-2.5024,-1.77,-3.2349,104.9524,1.7688,48.0322,0
0x50,50:10.7,-0.0513,0.9561,-0.2573,-2.3804,-1.9531,-2.5635,104.9084,1.8457,48.0872,0
0x50,50:10.7,-0.0435,0.9604,-0.2495,-1.709,-1.0376,-2.1362,104.87,1.9006,48.1586,0
0x50,50:10.7,-0.0371,0.9673,-0.2422,-0.5493,0.1221,-1.9531,104.8425,1.9446,48.252,0
0x50,50:10.7,-0.0527,0.9678,-0.2476,0.6104,0.9766,-1.5869,104.8425,1.983,48.3563,0
0x50,50:10.7,-0.0527,0.9648,-0.2612,0.6104,0,-0.9766,104.8535,2.016,48.4442,0
0x50,50:10.7,-0.0464,0.9585,-0.2686,0.3052,-1.3428,-0.1831,104.87,2.038,48.4991,0
0x50,50:10.8,-0.0391,0.9487,-0.27,0.6714,-0.1831,0,104.892,2.0435,48.5596,0
0x50,50:10.8,-0.0488,0.9502,-0.2573,1.0986,0.4272,0.1221,104.9194,2.049,48.642,0
0x50,50:10.8,-0.0479,0.9634,-0.2402,1.6479,0,0.1831,104.9414,2.0544,48.7189,0
0x50,50:10.8,-0.0454,0.9712,-0.2603,1.3428,0.4272,0.1831,104.9634,2.0544,48.8013,0
0x50,50:10.8,-0.0557,0.959,-0.2725,1.4038,-0.2441,0.9155,105.0018,2.0544,48.8672,0
0x50,50:10.8,-0.0439,0.9492,-0.2783,0.9766,-0.4883,1.4038,105.0348,2.0435,48.9166,0
0x50,50:10.9,-0.0371,0.959,-0.2749,0.9766,0.061,1.2207,105.0677,2.0215,48.9771,0
0x50,50:10.9,-0.0581,0.959,-0.2583,0.9766,-0.7935,1.4648,105.0897,2.0105,49.0265,0
0x50,50:10.9,-0.0503,0.9546,-0.2344,1.3428,-4.7607,2.1362,105.0952,1.9995,49.021,0
0x50,50:10.9,-0.0166,0.9683,-0.2627,1.9531,-2.0142,1.4648,105.1282,1.9775,49.0375,0
0x50,50:10.9,-0.0488,0.9683,-0.2964,1.709,0.9155,1.2817,105.1776,1.9556,49.0979,0
0x50,50:11.0,-0.0674,0.9546,-0.3037,0.1221,-2.1362,2.6245,105.2161,1.9391,49.1089,0
0x50,50:11.0,-0.0459,0.9521,-0.2729,-0.7324,-4.8828,3.418,105.2161,1.9116,49.0759,0
0x50,50:11.0,-0.0195,0.9692,-0.2598,-0.7935,-3.9673,2.9297,105.1996,1.8732,49.054,0
0x50,50:11.0,-0.0322,0.9629,-0.2646,-0.4272,-0.6714,2.3804,105.1886,1.8292,49.0869,0
0x50,50:11.1,-0.0469,0.958,-0.2705,-0.1831,0.061,2.5635,105.1886,1.7908,49.1364,0
0x50,50:11.1,-0.0298,0.96,-0.2744,-0.3052,-0.9766,2.5635,105.1886,1.7468,49.1803,0
0x50,50:11.1,-0.0215,0.9624,-0.2842,-0.8545,0.8545,1.709,105.1886,1.7029,49.2407,0
0x50,50:11.1,-0.0391,0.96,-0.2822,-1.6479,1.709,1.4648,105.1776,1.6699,49.3286,0
0x50,50:11.1,-0.0415,0.958,-0.271,-2.0142,1.1597,1.8311,105.1447,1.637,49.4055,0
0x50,50:11.1,-0.0308,0.9604,-0.2578,-1.8311,1.0986,1.8311,105.1117,1.5985,49.4824,0
0x50,50:11.1,-0.0308,0.9619,-0.2681,-1.5259,1.9531,1.4038,105.0842,1.5656,49.5758,0
0x50,50:11.2,-0.0386,0.9595,-0.2686,-1.4038,1.5869,1.4038,105.0623,1.5381,49.6637,0
0x50,50:11.2,-0.0317,0.9634,-0.2705,-1.4648,0.6714,1.5259,105.0403,1.5051,49.7351,0
0x50,50:11.2,-0.019,0.9624,-0.2773,-1.9531,1.3428,0.9155,105.0128,1.4777,49.8175,0
0x50,50:11.3,-0.0298,0.9585,-0.2769,-2.2583,1.8311,0.6714,104.9854,1.4557,49.9054,0
0x50,50:11.3,-0.0347,0.9561,-0.2534,-2.3804,0.4883,0.4272,104.9414,1.4502,49.9768,0
0x50,50:11.3,-0.0239,0.9634,-0.2607,-2.1362,1.4038,-0.3662,104.8975,1.4447,50.0647,0
0x50,50:11.3,-0.0425,0.9604,-0.269,-2.2583,1.4648,-0.6104,104.8645,1.4612,50.1526,0
0x50,50:11.3,-0.042,0.9619,-0.272,-2.5024,-0.6104,-0.061,104.826,1.4777,50.2075,0
0x50,50:11.3,-0.0239,0.9614,-0.2607,-2.6245,-0.4272,-0.2441,104.7766,1.4832,50.257,0
0x50,50:11.3,-0.0117,0.9648,-0.2603,-2.9907,1.9531,-1.5869,104.7272,1.4941,50.3448,0
0x50,50:11.4,-0.0122,0.96,-0.2651,-2.8687,3.9673,-3.0518,104.6777,1.5161,50.4877,0
0x50,50:11.4,-0.0234,0.9629,-0.2622,-1.6479,5.249,-3.9673,104.6503,1.5601,50.6525,0
0x50,50:11.5,-0.0581,0.9692,-0.2603,-1.4038,3.2349,-3.54,104.6283,1.626,50.7898,0
0x50,50:11.5,-0.0654,0.9634,-0.2603,-1.6479,-0.9766,-1.77,104.6008,1.6919,50.8447,0
0x50,50:11.5,-0.0562,0.959,-0.2573,-1.9531,-2.6855,-0.3052,104.5679,1.7413,50.8502,0
0x50,50:11.5,-0.0386,0.9604,-0.2549,-1.8311,-2.6245,0.3052,104.5349,1.7578,50.8502,0
0x50,50:11.5,-0.0239,0.9604,-0.2573,-1.6479,-0.9766,-0.061,104.502,1.7633,50.8722,0
0x50,50:11.5,-0.0195,0.9604,-0.2656,-1.0986,0.1221,-0.6714,104.491,1.7688,50.9216,0
0x50,50:11.5,-0.0415,0.9663,-0.2651,-0.7935,0.4883,-0.8545,104.4855,1.7853,50.9821,0
0x50,50:11.6,-0.04,0.9639,-0.2598,-1.4648,-0.2441,-0.7324,104.4635,1.8073,51.0315,0
0x50,50:11.6,-0.0459,0.9614,-0.2559,-1.5259,-0.7324,-0.4883,104.4415,1.8292,51.0645,0
0x50,50:11.6,-0.0493,0.96,-0.2559,-1.5869,-0.9155,0.061,104.4141,1.8457,51.0919,0
0x50,50:11.6,-0.0352,0.958,-0.2588,-1.5259,-0.9155,0.4272,104.3921,1.8512,51.1194,0
0x50,50:11.6,-0.0356,0.9648,-0.2554,-1.0986,0.061,0.3052,104.3701,1.8457,51.1578,0
0x50,50:11.6,-0.041,0.9658,-0.2529,-1.0376,0.1221,0.1831,104.3536,1.8457,51.2073,0
0x50,50:11.7,-0.0405,0.9634,-0.2549,-0.9766,-0.3052,0.3052,104.3427,1.8457,51.2457,0
0x50,50:11.7,-0.0391,0.96,-0.2544,-0.9766,-0.2441,0.3662,104.3262,1.8457,51.2842,0
0x50,50:11.7,-0.04,0.9629,-0.2544,-0.6714,0.4883,0.3052,104.3152,1.8457,51.3336,0
0x50,50:11.7,-0.0459,0.9658,-0.2568,-0.7935,0.061,0.5493,104.3097,1.8457,51.3721,0
0x50,50:11.8,-0.0381,0.9624,-0.2612,-0.9766,-1.1597,0.8545,104.2987,1.8402,51.394,0
0x50,50:11.8,-0.0352,0.9595,-0.2607,-0.2441,-1.2207,0.8545,104.2987,1.8292,51.405,0
0x50,50:11.8,-0.0342,0.9629,-0.2529,-0.4272,-0.9155,0.4883,104.2987,1.8292,51.427,0
0x50,50:11.8,-0.0356,0.9653,-0.2563,-0.7935,-0.3662,0.3052,104.2877,1.8237,51.4545,0
0x50,50:11.8,-0.0337,0.9614,-0.2603,-0.5493,0.4272,0.1221,104.2877,1.8237,51.5039,0
0x50,50:11.9,-0.0439,0.9634,-0.2617,-0.6104,0.4272,0.2441,104.2877,1.8237,51.5479,0
0x50,50:11.9,-0.0425,0.9663,-0.2607,-0.7324,-1.0376,0.6714,104.2822,1.8237,51.5698,0
0x50,50:11.9,-0.0332,0.9668,-0.2534,-0.7324,-1.2207,0.6714,104.2712,1.8182,51.5808,0
0x50,50:11.9,-0.0317,0.9653,-0.2524,-0.6104,-0.6714,0.3052,104.2657,1.8182,51.6083,0
0x50,50:11.9,-0.0381,0.9614,-0.2588,-0.6714,-0.1221,0,104.2603,1.8182,51.6412,0
0x50,50:11.9,-0.0342,0.9565,-0.2622,-0.6714,-0.3662,-0.1221,104.2548,1.8237,51.6742,0
0x50,50:12.0,-0.0381,0.9609,-0.2568,-0.4883,-0.2441,-0.2441,104.2548,1.8347,51.7072,0
0x50,50:12.0,-0.0337,0.9663,-0.2529,-0.1831,0.1831,-0.3662,104.2548,1.8402,51.7511,0
0x50,50:12.0,-0.041,0.9688,-0.2549,-0.2441,0.6104,-0.4883,104.2603,1.8512,51.8005,0
0x50,50:12.1,-0.0425,0.9609,-0.2573,-0.4883,0.1831,-0.3662,104.2548,1.8677,51.8445,0
0x50,50:12.1,-0.04,0.9614,-0.2559,-0.3662,-0.3052,-0.3662,104.2548,1.8787,51.8774,0
0x50,50:12.1,-0.0376,0.9648,-0.2607,-0.4272,-0.7324,-0.3662,104.2603,1.8951,51.9049,0
0x50,50:12.1,-0.0361,0.9658,-0.2593,-0.3662,-0.6714,-0.2441,104.2603,1.9061,51.9269,0
0x50,50:12.1,-0.0381,0.9614,-0.2583,-0.4272,-0.2441,-0.3662,104.2603,1.9171,51.9598,0
0x50,50:12.1,-0.0483,0.9614,-0.2588,-0.3052,0.061,-0.1221,104.2603,1.9281,51.9873,0
0x50,50:12.1,-0.0439,0.9624,-0.2588,-0.4272,-0.5493,0.1831,104.2657,1.9391,52.0148,0
0x50,50:12.2,-0.0381,0.9609,-0.2583,-0.6104,-0.5493,0.2441,104.2603,1.9391,52.0367,0
0x50,50:12.2,-0.0405,0.9609,-0.2539,-0.4272,-0.4272,0.2441,104.2603,1.9446,52.0587,0
