StartTime: 2021-08-05 11:43:50.371,,,,,,,,,,,
address,Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),T(°) 
0x50,07:23.5,-0.729,0.7544,-0.0371,-1.5259,11.5356,-0.9155,95.3339,39.8474,31.4648,0
0x50,07:23.5,-0.7686,0.7627,-0.0405,-2.1973,3.2349,-0.3662,95.3174,39.9133,31.5363,0
0x50,07:23.5,-0.6982,0.7417,-0.0537,-2.3193,-2.0752,1.4038,95.2185,39.9298,31.4923,0
0x50,07:23.5,-0.6763,0.7354,-0.0674,-0.7324,-3.2349,2.4414,95.1471,39.9188,31.4264,0
0x50,07:23.5,-0.6616,0.7568,-0.0815,-0.7935,-4.2114,2.1362,95.0702,39.8969,31.3605,0
0x50,07:23.6,-0.6284,0.7588,-0.0884,-0.9766,-2.1362,1.6479,95.0317,39.8639,31.366,0
0x50,07:23.6,-0.624,0.7563,-0.0874,-0.7935,0.7324,1.2817,95.0482,39.8309,31.4484,0
0x50,07:23.6,-0.6426,0.771,-0.0913,-0.4883,-0.3052,0.6714,95.0537,39.8145,31.5033,0
0x50,07:23.6,-0.6216,0.7905,-0.1011,-0.9766,-1.4648,0.2441,95.0372,39.7925,31.5472,0
0x50,07:23.7,-0.5986,0.791,-0.1094,-0.7935,-0.9155,1.2817,95.0427,39.7375,31.6132,0
0x50,07:23.7,-0.606,0.7881,-0.0991,-0.1221,-0.3052,2.5024,95.0592,39.6606,31.6846,0
0x50,07:23.7,-0.6221,0.7925,-0.0933,0.7935,-0.8545,2.3193,95.0757,39.5947,31.7395,0
0x50,07:23.7,-0.6084,0.7773,-0.0718,1.5869,-3.1738,1.709,95.0592,39.5453,31.7285,0
0x50,07:23.7,-0.6479,0.7822,-0.0479,2.6245,-6.2866,1.2817,94.9878,39.5343,31.6187,0
0x50,07:23.8,-0.6372,0.7832,-0.0371,3.2349,-11.9019,1.2817,94.8285,39.5233,31.3715,0
0x50,07:23.8,-0.5923,0.7749,-0.0361,3.9673,-12.6343,1.709,94.6747,39.4794,31.1298,0
0x50,07:23.8,-0.623,0.7817,-0.0249,4.2725,-12.085,1.709,94.5264,39.4519,30.8881,0
0x50,07:23.8,-0.6353,0.7983,-0.0127,2.9297,-12.085,1.1597,94.3451,39.4354,30.6519,0
0x50,07:23.8,-0.5918,0.7896,-0.0181,1.0986,-7.2632,0.3052,94.2133,39.408,30.564,0
0x50,07:23.8,-0.6006,0.7837,-0.0303,0.1221,0.4272,-0.4272,94.2023,39.3915,30.6628,0
0x50,07:23.9,-0.6226,0.7778,-0.0303,-1.0986,3.1738,-0.8545,94.2078,39.3915,30.8221,0
0x50,07:23.9,-0.6201,0.7686,-0.0361,-1.9531,5.127,-1.0986,94.2352,39.4025,31.0254,0
0x50,07:23.9,-0.6279,0.7563,-0.0391,-1.8311,6.2866,-1.0986,94.2902,39.4135,31.2506,0
0x50,07:24.0,-0.6631,0.7544,-0.0391,-1.4038,4.1504,-1.2817,94.3121,39.4574,31.3934,0
0x50,07:24.0,-0.6787,0.7627,-0.04,-1.4038,0.3052,-1.4648,94.2792,39.5123,31.4319,0
